date,region,confirmed,death,released
20200528,서울,826,4,621
20200528,부산,145,3,136
20200528,대구,6880,184,6576
20200528,인천,180,0,93
20200528,광주,30,0,30
20200528,대전,45,1,40
20200528,울산,50,1,44
20200528,세종,47,0,47
20200528,경기,795,19,646
20200528,강원,56,3,49
20200528,충북,60,0,46
20200528,충남,146,0,141
20200528,전북,21,0,19
20200528,전남,18,0,17
20200528,경북,1379,54,1291
20200528,경남,123,0,119
20200528,제주,14,0,13
20200528,검역,529,0,412
20200529,서울,846,4,623
20200529,부산,145,3,136
20200529,대구,6880,184,6587
20200529,인천,198,0,93
20200529,광주,30,0,30
20200529,대전,45,1,42
20200529,울산,50,1,44
20200529,세종,47,0,47
20200529,경기,815,19,647
20200529,강원,56,3,50
20200529,충북,60,0,46
20200529,충남,146,0,141
20200529,전북,21,0,19
20200529,전남,18,0,17
20200529,경북,1379,54,1293
20200529,경남,123,0,119
20200529,제주,14,0,13
20200529,검역,529,0,416
20200530,서울,855,4,627
20200530,부산,146,3,138
20200530,대구,6882,184,6606
20200530,인천,203,0,94
20200530,광주,32,0,30
20200530,대전,45,1,42
20200530,울산,50,1,44
20200530,세종,47,0,47
20200530,경기,828,19,648
20200530,강원,57,3,50
20200530,충북,60,0,49
20200530,충남,146,0,142
20200530,전북,21,0,19
20200530,전남,19,0,17
20200530,경북,1379,54,1294
20200530,경남,123,0,120
20200530,제주,14,0,13
20200530,검역,534,0,418
20200531,서울,861,4,627
20200531,부산,147,3,138
20200531,대구,6883,185,6607
20200531,인천,206,0,94
20200531,광주,32,0,30
20200531,대전,46,1,42
20200531,울산,52,1,45
20200531,세종,47,0,47
20200531,경기,840,19,650
20200531,강원,57,3,50
20200531,충북,60,0,49
20200531,충남,146,0,142
20200531,전북,21,0,19
20200531,전남,19,0,17
20200531,경북,1379,54,1295
20200531,경남,123,0,121
20200531,제주,15,0,13
20200531,검역,534,0,419
20200601,서울,862,4,627
20200601,부산,147,3,138
20200601,대구,6884,186,6610
20200601,인천,224,0,98
20200601,광주,32,0,30
20200601,대전,46,1,42
20200601,울산,52,1,45
20200601,세종,47,0,47
20200601,경기,852,19,657
20200601,강원,57,3,50
20200601,충북,60,0,49
20200601,충남,146,0,142
20200601,전북,21,0,19
20200601,전남,20,0,17
20200601,경북,1379,54,1296
20200601,경남,123,0,121
20200601,제주,15,0,13
20200601,검역,536,0,421
20200602,서울,876,4,638
20200602,부산,147,3,138
20200602,대구,6884,187,6616
20200602,인천,232,0,98
20200602,광주,32,0,30
20200602,대전,46,1,42
20200602,울산,52,1,45
20200602,세종,47,0,47
20200602,경기,867,19,660
20200602,강원,57,3,51
20200602,충북,60,0,49
20200602,충남,146,0,142
20200602,전북,21,0,19
20200602,전남,20,0,17
20200602,경북,1379,54,1297
20200602,경남,123,0,121
20200602,제주,15,0,13
20200602,검역,537,0,423
20200603,서울,895,4,639
20200603,부산,147,3,138
20200603,대구,6885,188,6626
20200603,인천,249,0,98
20200603,광주,32,0,30
20200603,대전,46,1,42
20200603,울산,52,1,45
20200603,세종,47,0,47
20200603,경기,879,19,662
20200603,강원,57,3,51
20200603,충북,60,0,49
20200603,충남,146,0,142
20200603,전북,21,0,19
20200603,전남,20,0,17
20200603,경북,1379,54,1298
20200603,경남,123,0,121
20200603,제주,15,0,13
20200603,검역,537,0,430
20200604,서울,909,4,644
20200604,부산,147,3,138
20200604,대구,6885,188,6634
20200604,인천,256,0,105
20200604,광주,32,0,30
20200604,대전,46,1,42
20200604,울산,52,1,46
20200604,세종,47,0,47
20200604,경기,894,19,665
20200604,강원,57,3,51
20200604,충북,60,0,49
20200604,충남,146,0,142
20200604,전북,21,0,19
20200604,전남,20,0,17
20200604,경북,1380,54,1301
20200604,경남,123,0,121
20200604,제주,15,0,13
20200604,검역,539,0,435
20200605,서울,924,4,645
20200605,부산,147,3,138
20200605,대구,6886,188,6634
20200605,인천,262,0,107
20200605,광주,32,0,30
20200605,대전,46,1,42
20200605,울산,52,1,46
20200605,세종,47,0,47
20200605,경기,907,19,665
20200605,강원,57,3,51
20200605,충북,60,0,49
20200605,충남,147,0,143
20200605,전북,21,0,19
20200605,전남,20,0,17
20200605,경북,1382,54,1302
20200605,경남,123,0,121
20200605,제주,15,0,13
20200605,검역,540,0,437
20200606,서울,947,4,650
20200606,부산,147,3,139
20200606,대구,6886,188,6638
20200606,인천,273,0,110
20200606,광주,32,0,30
20200606,대전,46,1,42
20200606,울산,52,1,46
20200606,세종,47,0,47
20200606,경기,915,19,673
20200606,강원,58,3,51
20200606,충북,60,0,49
20200606,충남,148,0,143
20200606,전북,21,0,19
20200606,전남,20,0,17
20200606,경북,1383,54,1303
20200606,경남,124,0,122
20200606,제주,15,0,13
20200606,검역,545,0,439
20200607,서울,974,4,651
20200607,부산,147,3,140
20200607,대구,6887,188,6640
20200607,인천,279,0,118
20200607,광주,32,0,30
20200607,대전,46,1,42
20200607,울산,53,1,46
20200607,세종,47,0,47
20200607,경기,934,19,678
20200607,강원,58,3,51
20200607,충북,61,0,49
20200607,충남,148,0,143
20200607,전북,21,0,19
20200607,전남,20,0,17
20200607,경북,1383,54,1304
20200607,경남,124,0,122
20200607,제주,15,0,13
20200607,검역,547,0,442
20200608,서울,996,4,651
20200608,부산,147,3,141
20200608,대구,6888,188,6641
20200608,인천,283,0,118
20200608,광주,32,0,30
20200608,대전,46,1,43
20200608,울산,53,1,46
20200608,세종,47,0,47
20200608,경기,942,19,680
20200608,강원,58,3,51
20200608,충북,61,0,49
20200608,충남,148,0,143
20200608,전북,21,0,19
20200608,전남,20,0,17
20200608,경북,1383,54,1309
20200608,경남,124,0,122
20200608,제주,15,0,13
20200608,검역,550,0,443
20200609,서울,1015,4,664
20200609,부산,147,3,141
20200609,대구,6888,188,6643
20200609,인천,286,0,121
20200609,광주,32,0,30
20200609,대전,46,1,43
20200609,울산,53,1,46
20200609,세종,47,0,47
20200609,경기,955,20,680
20200609,강원,58,3,51
20200609,충북,61,0,49
20200609,충남,150,0,143
20200609,전북,21,0,19
20200609,전남,20,0,17
20200609,경북,1383,54,1310
20200609,경남,125,0,123
20200609,제주,15,0,13
20200609,검역,550,0,449
20200610,서울,1027,4,665
20200610,부산,147,3,141
20200610,대구,6888,188,6648
20200610,인천,294,0,127
20200610,광주,32,0,30
20200610,대전,46,1,43
20200610,울산,53,1,47
20200610,세종,47,0,47
20200610,경기,976,22,682
20200610,강원,59,3,51
20200610,충북,61,0,49
20200610,충남,150,0,143
20200610,전북,21,0,19
20200610,전남,20,0,18
20200610,경북,1383,54,1310
20200610,경남,127,0,123
20200610,제주,15,0,13
20200610,검역,556,0,455
20200611,서울,1048,4,675
20200611,부산,147,3,141
20200611,대구,6888,188,6651
20200611,인천,300,0,136
20200611,광주,32,0,30
20200611,대전,46,1,43
20200611,울산,53,1,47
20200611,세종,47,0,47
20200611,경기,992,22,691
20200611,강원,59,3,51
20200611,충북,61,0,52
20200611,충남,150,0,143
20200611,전북,21,0,19
20200611,전남,20,0,18
20200611,경북,1383,54,1312
20200611,경남,127,0,123
20200611,제주,15,0,13
20200611,검역,558,0,462
20200612,서울,1073,4,680
20200612,부산,147,3,141
20200612,대구,6889,189,6653
20200612,인천,301,0,140
20200612,광주,32,0,30
20200612,대전,46,1,43
20200612,울산,53,1,47
20200612,세종,47,0,47
20200612,경기,1011,22,692
20200612,강원,59,3,52
20200612,충북,61,0,52
20200612,충남,150,0,144
20200612,전북,21,0,19
20200612,전남,20,0,18
20200612,경북,1383,54,1312
20200612,경남,127,0,123
20200612,제주,15,0,13
20200612,검역,568,0,463
20200613,서울,1101,4,688
20200613,부산,147,3,142
20200613,대구,6892,189,6659
20200613,인천,302,0,141
20200613,광주,32,0,30
20200613,대전,46,1,43
20200613,울산,53,1,47
20200613,세종,47,0,47
20200613,경기,1025,22,696
20200613,강원,59,3,52
20200613,충북,61,0,52
20200613,충남,151,0,144
20200613,전북,21,0,19
20200613,전남,20,0,18
20200613,경북,1383,54,1312
20200613,경남,127,0,123
20200613,제주,15,0,14
20200613,검역,569,0,464
20200614,서울,1113,4,689
20200614,부산,147,3,142
20200614,대구,6894,189,6661
20200614,인천,310,0,147
20200614,광주,32,0,30
20200614,대전,46,1,43
20200614,울산,53,1,47
20200614,세종,47,0,47
20200614,경기,1035,22,710
20200614,강원,60,3,52
20200614,충북,61,0,52
20200614,충남,151,0,144
20200614,전북,21,0,19
20200614,전남,20,0,18
20200614,경북,1383,54,1313
20200614,경남,127,0,123
20200614,제주,15,0,15
20200614,검역,570,0,466
20200615,서울,1120,4,689
20200615,부산,147,3,142
20200615,대구,6894,189,6667
20200615,인천,318,0,149
20200615,광주,32,0,30
20200615,대전,46,1,43
20200615,울산,53,1,47
20200615,세종,47,0,47
20200615,경기,1045,22,713
20200615,강원,60,3,52
20200615,충북,61,0,52
20200615,충남,152,0,144
20200615,전북,21,0,19
20200615,전남,20,0,18
20200615,경북,1383,54,1313
20200615,경남,130,0,124
20200615,제주,15,0,15
20200615,검역,577,0,466
20200616,서울,1132,4,703
20200616,부산,148,3,142
20200616,대구,6894,189,6671
20200616,인천,320,1,152
20200616,광주,32,0,32
20200616,대전,49,1,43
20200616,울산,53,1,47
20200616,세종,47,0,47
20200616,경기,1050,22,716
20200616,강원,60,3,52
20200616,충북,61,0,55
20200616,충남,152,0,144
20200616,전북,21,0,20
20200616,전남,20,0,18
20200616,경북,1383,54,1313
20200616,경남,132,0,124
20200616,제주,15,0,15
20200616,검역,586,0,466
20200617,서울,1145,5,710
20200617,부산,148,3,142
20200617,대구,6895,189,6672
20200617,인천,322,1,152
20200617,광주,32,0,32
20200617,대전,54,1,43
20200617,울산,53,1,47
20200617,세종,47,0,47
20200617,경기,1063,22,720
20200617,강원,60,3,52
20200617,충북,61,0,55
20200617,충남,153,0,144
20200617,전북,21,0,20
20200617,전남,20,0,18
20200617,경북,1383,54,1313
20200617,경남,132,0,124
20200617,제주,16,0,15
20200617,검역,593,0,468
20200618,서울,1170,6,718
20200618,부산,148,3,142
20200618,대구,6896,189,6674
20200618,인천,323,1,158
20200618,광주,32,0,32
20200618,대전,61,1,44
20200618,울산,53,1,48
20200618,세종,48,0,47
20200618,경기,1079,22,724
20200618,강원,60,3,52
20200618,충북,61,0,55
20200618,충남,156,0,144
20200618,전북,22,0,20
20200618,전남,20,0,18
20200618,경북,1383,54,1316
20200618,경남,132,0,124
20200618,제주,16,0,15
20200618,검역,597,0,469
20200619,서울,1188,6,724
20200619,부산,148,3,142
20200619,대구,6896,189,6676
20200619,인천,323,1,161
20200619,광주,32,0,32
20200619,대전,67,1,44
20200619,울산,53,1,48
20200619,세종,48,0,47
20200619,경기,1090,22,737
20200619,강원,60,3,52
20200619,충북,61,0,55
20200619,충남,156,0,144
20200619,전북,22,0,20
20200619,전남,20,0,18
20200619,경북,1383,54,1317
20200619,경남,132,0,124
20200619,제주,19,0,15
20200619,검역,608,0,479
20200620,서울,1202,6,730
20200620,부산,150,3,142
20200620,대구,6898,189,6679
20200620,인천,328,1,165
20200620,광주,32,0,32
20200620,대전,72,1,44
20200620,울산,53,1,48
20200620,세종,48,0,47
20200620,경기,1107,22,741
20200620,강원,60,3,52
20200620,충북,61,0,55
20200620,충남,158,0,144
20200620,전북,23,0,20
20200620,전남,20,0,18
20200620,경북,1384,54,1319
20200620,경남,132,0,124
20200620,제주,19,0,15
20200620,검역,626,0,481
20200621,서울,1219,6,733
20200621,부산,150,3,142
20200621,대구,6899,189,6680
20200621,인천,328,1,167
20200621,광주,33,0,32
20200621,대전,82,1,44
20200621,울산,53,1,48
20200621,세종,49,0,47
20200621,경기,1117,22,744
20200621,강원,62,3,52
20200621,충북,61,0,55
20200621,충남,159,0,144
20200621,전북,23,0,20
20200621,전남,20,0,18
20200621,경북,1384,54,1320
20200621,경남,133,0,124
20200621,제주,19,0,15
20200621,검역,630,0,483
20200622,서울,1224,6,733
20200622,부산,150,3,142
20200622,대구,6900,189,6681
20200622,인천,329,1,169
20200622,광주,33,0,32
20200622,대전,82,1,44
20200622,울산,53,1,48
20200622,세종,49,0,47
20200622,경기,1123,22,753
20200622,강원,62,3,52
20200622,충북,61,0,56
20200622,충남,161,0,144
20200622,전북,24,0,20
20200622,전남,20,0,18
20200622,경북,1385,54,1320
20200622,경남,133,0,124
20200622,제주,19,0,15
20200622,검역,630,0,483
20200623,서울,1230,6,743
20200623,부산,150,3,142
20200623,대구,6901,189,6686
20200623,인천,330,1,170
20200623,광주,33,0,32
20200623,대전,86,1,44
20200623,울산,53,1,48
20200623,세종,49,0,47
20200623,경기,1130,23,758
20200623,강원,62,3,52
20200623,충북,62,0,56
20200623,충남,161,0,144
20200623,전북,24,0,20
20200623,전남,20,0,18
20200623,경북,1385,54,1321
20200623,경남,133,0,124
20200623,제주,19,0,15
20200623,검역,656,0,488
20200624,서울,1241,6,747
20200624,부산,152,3,142
20200624,대구,6903,189,6687
20200624,인천,333,1,174
20200624,광주,33,0,32
20200624,대전,94,1,44
20200624,울산,55,1,48
20200624,세종,49,0,47
20200624,경기,1137,23,761
20200624,강원,63,3,52
20200624,충북,62,0,56
20200624,충남,162,0,146
20200624,전북,25,0,20
20200624,전남,20,0,18
20200624,경북,1386,54,1321
20200624,경남,133,0,124
20200624,제주,19,0,15
20200624,검역,668,0,496
20200625,서울,1250,7,761
20200625,부산,152,3,142
20200625,대구,6903,189,6689
20200625,인천,334,1,182
20200625,광주,33,0,32
20200625,대전,98,1,44
20200625,울산,55,1,48
20200625,세종,49,0,47
20200625,경기,1146,23,777
20200625,강원,63,3,52
20200625,충북,62,0,57
20200625,충남,163,0,146
20200625,전북,25,0,20
20200625,전남,20,0,18
20200625,경북,1386,54,1321
20200625,경남,133,0,125
20200625,제주,19,0,16
20200625,검역,672,0,497
20200626,서울,1267,7,843
20200626,부산,152,3,142
20200626,대구,6903,189,6695
20200626,인천,336,1,231
20200626,광주,33,0,32
20200626,대전,102,1,44
20200626,울산,55,1,49
20200626,세종,49,0,47
20200626,경기,1150,23,814
20200626,강원,64,3,52
20200626,충북,62,0,60
20200626,충남,166,0,148
20200626,전북,25,0,20
20200626,전남,20,0,18
20200626,경북,1387,54,1327
20200626,경남,133,0,125
20200626,제주,19,0,16
20200626,검역,679,0,509
20200627,서울,1284,7,911
20200627,부산,152,3,142
20200627,대구,6904,189,6700
20200627,인천,337,2,250
20200627,광주,33,0,32
20200627,대전,104,1,44
20200627,울산,55,1,50
20200627,세종,49,0,47
20200627,경기,1167,22,858
20200627,강원,64,3,52
20200627,충북,63,0,60
20200627,충남,166,0,148
20200627,전북,26,0,20
20200627,전남,20,0,19
20200627,경북,1387,54,1328
20200627,경남,133,0,128
20200627,제주,19,0,16
20200627,검역,690,0,512
20200628,서울,1298,7,923
20200628,부산,152,3,143
20200628,대구,6904,189,6700
20200628,인천,337,1,264
20200628,광주,37,0,32
20200628,대전,110,1,44
20200628,울산,55,1,50
20200628,세종,49,0,47
20200628,경기,1184,23,873
20200628,강원,64,3,53
20200628,충북,64,0,60
20200628,충남,167,0,148
20200628,전북,26,0,21
20200628,전남,23,0,19
20200628,경북,1387,54,1328
20200628,경남,133,0,128
20200628,제주,19,0,16
20200628,검역,706,0,515
20200629,서울,1305,7,942
20200629,부산,153,3,143
20200629,대구,6906,189,6700
20200629,인천,338,1,284
20200629,광주,41,0,32
20200629,대전,112,1,44
20200629,울산,55,1,50
20200629,세종,49,0,47
20200629,경기,1200,23,888
20200629,강원,64,3,54
20200629,충북,64,0,60
20200629,충남,167,0,150
20200629,전북,27,0,21
20200629,전남,24,0,19
20200629,경북,1388,54,1328
20200629,경남,134,0,128
20200629,제주,19,0,16
20200629,검역,711,0,523
20200630,서울,1312,7,985
20200630,부산,154,3,142
20200630,대구,6906,189,6700
20200630,인천,341,1,290
20200630,광주,44,0,32
20200630,대전,117,1,44
20200630,울산,55,1,50
20200630,세종,50,0,47
20200630,경기,1207,23,931
20200630,강원,65,3,54
20200630,충북,65,0,60
20200630,충남,167,0,150
20200630,전북,27,0,21
20200630,전남,24,0,19
20200630,경북,1389,54,1328
20200630,경남,134,0,128
20200630,제주,19,0,16
20200630,검역,724,0,540
20200701,서울,1321,7,1026
20200701,부산,154,3,142
20200701,대구,6907,189,6700
20200701,인천,343,1,294
20200701,광주,56,0,32
20200701,대전,121,1,44
20200701,울산,55,1,52
20200701,세종,50,0,47
20200701,경기,1223,23,951
20200701,강원,65,3,55
20200701,충북,64,0,60
20200701,충남,168,0,150
20200701,전북,27,0,21
20200701,전남,25,0,19
20200701,경북,1389,54,1328
20200701,경남,134,0,128
20200701,제주,19,0,16
20200701,검역,729,0,548
20200702,서울,1334,7,1054
20200702,부산,154,3,146
20200702,대구,6910,189,6702
20200702,인천,343,1,302
20200702,광주,78,0,32
20200702,대전,122,1,44
20200702,울산,55,1,52
20200702,세종,50,0,47
20200702,경기,1233,23,967
20200702,강원,65,3,55
20200702,충북,64,0,61
20200702,충남,171,0,150
20200702,전북,27,0,22
20200702,전남,25,0,19
20200702,경북,1389,54,1328
20200702,경남,134,0,128
20200702,제주,19,0,16
20200702,검역,731,0,559
20200703,서울,1346,7,1085
20200703,부산,154,3,146
20200703,대구,6923,189,6703
20200703,인천,344,1,311
20200703,광주,84,0,32
20200703,대전,126,1,45
20200703,울산,55,1,52
20200703,세종,50,0,47
20200703,경기,1251,23,987
20200703,강원,65,3,55
20200703,충북,64,0,61
20200703,충남,172,0,150
20200703,전북,28,0,22
20200703,전남,25,0,19
20200703,경북,1390,54,1329
20200703,경남,136,0,129
20200703,제주,19,0,16
20200703,검역,735,0,570
20200704,서울,1353,8,1103
20200704,부산,155,3,146
20200704,대구,6924,189,6707
20200704,인천,346,1,317
20200704,광주,92,0,32
20200704,대전,129,1,45
20200704,울산,55,1,52
20200704,세종,50,0,47
20200704,경기,1270,23,1003
20200704,강원,65,3,55
20200704,충북,66,0,61
20200704,충남,172,0,150
20200704,전북,28,0,22
20200704,전남,25,0,19
20200704,경북,1391,54,1330
20200704,경남,137,0,129
20200704,제주,19,0,18
20200704,검역,753,0,575
20200705,서울,1369,8,1105
20200705,부산,155,3,146
20200705,대구,6924,189,6707
20200705,인천,346,1,319
20200705,광주,108,0,33
20200705,대전,137,1,48
20200705,울산,55,1,52
20200705,세종,50,0,47
20200705,경기,1278,23,1013
20200705,강원,66,3,55
20200705,충북,66,0,61
20200705,충남,172,0,151
20200705,전북,29,0,22
20200705,전남,25,0,19
20200705,경북,1392,54,1330
20200705,경남,137,0,129
20200705,제주,20,0,18
20200705,검역,762,0,577
20200706,서울,1372,8,1110
20200706,부산,156,3,146
20200706,대구,6924,189,6707
20200706,인천,352,1,319
20200706,광주,115,0,33
20200706,대전,139,2,49
20200706,울산,55,1,53
20200706,세종,50,0,48
20200706,경기,1284,23,1017
20200706,강원,67,3,55
20200706,충북,66,0,61
20200706,충남,173,0,152
20200706,전북,29,0,22
20200706,전남,27,0,19
20200706,경북,1393,54,1330
20200706,경남,138,0,129
20200706,제주,20,0,18
20200706,검역,777,0,580
20200707,서울,1375,8,1144
20200707,부산,156,3,146
20200707,대구,6925,189,6708
20200707,인천,354,1,319
20200707,광주,121,0,33
20200707,대전,141,2,50
20200707,울산,55,1,53
20200707,세종,50,0,48
20200707,경기,1297,24,1034
20200707,강원,67,3,55
20200707,충북,66,0,62
20200707,충남,173,0,152
20200707,전북,30,0,22
20200707,전남,27,0,19
20200707,경북,1393,54,1330
20200707,경남,138,0,129
20200707,제주,20,0,18
20200707,검역,793,0,592
20200708,서울,1385,8,1160
20200708,부산,156,3,146
20200708,대구,6926,189,6708
20200708,인천,355,1,322
20200708,광주,129,0,35
20200708,대전,143,2,55
20200708,울산,55,1,53
20200708,세종,50,0,49
20200708,경기,1315,24,1055
20200708,강원,67,3,55
20200708,충북,66,0,62
20200708,충남,179,0,153
20200708,전북,32,0,22
20200708,전남,28,0,19
20200708,경북,1394,54,1330
20200708,경남,140,0,129
20200708,제주,20,0,18
20200708,검역,804,0,599
20200709,서울,1393,9,1171
20200709,부산,156,3,146
20200709,대구,6926,189,6709
20200709,인천,358,1,323
20200709,광주,144,0,35
20200709,대전,149,2,61
20200709,울산,55,1,53
20200709,세종,50,0,49
20200709,경기,1323,25,1071
20200709,강원,67,3,56
20200709,충북,66,0,63
20200709,충남,180,0,154
20200709,전북,33,0,22
20200709,전남,29,0,19
20200709,경북,1393,54,1332
20200709,경남,142,0,131
20200709,제주,20,0,18
20200709,검역,809,0,606
20200710,서울,1401,9,1182
20200710,부산,156,3,146
20200710,대구,6926,189,6710
20200710,인천,359,2,323
20200710,광주,147,0,37
20200710,대전,156,2,66
20200710,울산,55,1,53
20200710,세종,50,0,49
20200710,경기,1337,25,1078
20200710,강원,67,3,56
20200710,충북,68,0,63
20200710,충남,180,0,155
20200710,전북,33,0,22
20200710,전남,32,0,19
20200710,경북,1393,54,1333
20200710,경남,145,0,133
20200710,제주,20,0,18
20200710,검역,813,0,622
20200711,서울,1409,9,1198
20200711,부산,156,3,146
20200711,대구,6926,189,6712
20200711,인천,360,2,329
20200711,광주,156,0,40
20200711,대전,158,2,82
20200711,울산,55,1,53
20200711,세종,50,0,50
20200711,경기,1341,25,1096
20200711,강원,67,3,56
20200711,충북,68,0,63
20200711,충남,181,0,159
20200711,전북,35,0,22
20200711,전남,32,0,19
20200711,경북,1393,54,1333
20200711,경남,145,0,133
20200711,제주,20,0,18
20200711,검역,821,0,635
20200712,서울,1416,9,1209
20200712,부산,156,3,148
20200712,대구,6926,189,6712
20200712,인천,360,2,330
20200712,광주,161,0,43
20200712,대전,159,2,85
20200712,울산,55,1,53
20200712,세종,50,0,50
20200712,경기,1358,26,1103
20200712,강원,67,3,57
20200712,충북,68,0,63
20200712,충남,181,0,159
20200712,전북,36,0,22
20200712,전남,32,0,19
20200712,경북,1393,54,1333
20200712,경남,146,0,133
20200712,제주,20,0,18
20200712,검역,833,0,641
20200713,서울,1429,9,1217
20200713,부산,156,3,148
20200713,대구,6927,189,6715
20200713,인천,363,2,332
20200713,광주,168,0,44
20200713,대전,159,2,85
20200713,울산,55,1,53
20200713,세종,50,0,50
20200713,경기,1369,26,1106
20200713,강원,69,3,57
20200713,충북,69,0,63
20200713,충남,185,0,163
20200713,전북,36,0,23
20200713,전남,32,0,20
20200713,경북,1393,54,1333
20200713,경남,148,0,134
20200713,제주,20,0,18
20200713,검역,851,0,643
20200714,서울,1436,9,1244
20200714,부산,156,3,148
20200714,대구,6927,189,6720
20200714,인천,363,2,335
20200714,광주,169,0,54
20200714,대전,160,2,87
20200714,울산,55,1,53
20200714,세종,50,0,50
20200714,경기,1378,26,1131
20200714,강원,69,3,57
20200714,충북,70,0,63
20200714,충남,185,0,165
20200714,전북,38,0,23
20200714,전남,32,0,20
20200714,경북,1393,54,1333
20200714,경남,148,0,134
